food_id,source,usda_food_id,name_zh,name_en,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,gi,gi_level,gi_source,gi_match_note,category,translation_note
sr_legacy_168493,sr_legacy,168493,慈姑，熟，水煮，沥干，加盐,"Arrowhead, cooked, boiled, drained, with salt",4.49,0.1,16.14,,,,,Vegetables and Vegetable Products,
sr_legacy_168494,sr_legacy,168494,芦笋，冷冻，熟，水煮，沥干，加盐,"Asparagus, frozen, cooked, boiled, drained, with salt",2.95,0.42,1.92,,,,,Vegetables and Vegetable Products,
sr_legacy_168495,sr_legacy,168495,苦瓜嫩叶，熟，水煮，沥干，加盐,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",3.6,0.2,6.16,,,,,Vegetables and Vegetable Products,balsam-pear 按苦瓜处理
sr_legacy_168496,sr_legacy,168496,苦瓜，熟，水煮，沥干，加盐,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",0.84,0.18,4.32,,,,,Vegetables and Vegetable Products,balsam-pear 按苦瓜处理
sr_legacy_168497,sr_legacy,168497,竹笋，熟，水煮，沥干，加盐,"Bamboo shoots, cooked, boiled, drained, with salt",1.53,0.22,1.52,,,,,Vegetables and Vegetable Products,
sr_legacy_168498,sr_legacy,168498,嫩利马豆，冷冻，熟，水煮，沥干，加盐,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",6.07,0.34,19.32,,,,,Vegetables and Vegetable Products,
sr_legacy_168499,sr_legacy,168499,绿豆芽，熟，水煮，沥干，加盐,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt",2.03,0.09,3.6,,,,,Vegetables and Vegetable Products,
sr_legacy_168500,sr_legacy,168500,海军豆芽，熟，水煮，沥干，加盐,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",7.07,0.81,15.01,,,,,Vegetables and Vegetable Products,
sr_legacy_168501,sr_legacy,168501,嫩斑豆，冷冻，熟，水煮，沥干，加盐,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",9.31,0.48,30.87,,,,,Vegetables and Vegetable Products,
sr_legacy_168502,sr_legacy,168502,青四季豆，罐装，含固形物和液体，无添加盐,"Beans, snap, green, canned, no salt added, solids and liquids",0.8,0.1,3.5,,,,,Vegetables and Vegetable Products,
sr_legacy_168503,sr_legacy,168503,黄四季豆，罐装，含固形物和液体，普通包装,"Beans, snap, yellow, canned, regular pack, solids and liquids",0.8,0.1,3.5,,,,,Vegetables and Vegetable Products,
sr_legacy_168504,sr_legacy,168504,黄四季豆，罐装，含固形物和液体，无添加盐,"Beans, snap, yellow, canned, no salt added, solids and liquids",0.8,0.1,3.5,,,,,Vegetables and Vegetable Products,
sr_legacy_168505,sr_legacy,168505,青四季豆，罐装，沥干固形物，无添加盐,"Beans, snap, green, canned, no salt added, drained solids",1.12,0.46,4.32,,,,,Vegetables and Vegetable Products,
sr_legacy_168506,sr_legacy,168506,甜菜根，熟，水煮，沥干，加盐,"Beets, cooked, boiled. drained, with salt",1.68,0.18,9.96,,,,,Vegetables and Vegetable Products,
sr_legacy_168507,sr_legacy,168507,甜菜根，罐装，含固形物和液体，无添加盐,"Beets, canned, no salt added, solids and liquids",0.8,0.07,6.57,,,,,Vegetables and Vegetable Products,
sr_legacy_168508,sr_legacy,168508,甜菜叶，熟，水煮，沥干，加盐,"Beet greens, cooked, boiled, drained, with salt",2.57,0.2,5.46,,,,,Vegetables and Vegetable Products,
sr_legacy_168509,sr_legacy,168509,琉璃苣，熟，水煮，沥干，加盐,"Borage, cooked, boiled, drained, with salt",2.09,0.81,3.55,,,,,Vegetables and Vegetable Products,少见食材，中文名按常见译名处理，保留英文/别名便于核对
sr_legacy_168510,sr_legacy,168510,西兰花，熟，水煮，沥干，加盐,"Broccoli, cooked, boiled, drained, with salt",2.38,0.41,7.18,,,,,Vegetables and Vegetable Products,
sr_legacy_168511,sr_legacy,168511,西兰花，冷冻，熟，水煮，沥干，加盐，切碎,"Broccoli, frozen, chopped, cooked, boiled, drained, with salt",3.1,0.12,5.35,,,,,Vegetables and Vegetable Products,
sr_legacy_168512,sr_legacy,168512,西兰花，冷冻，熟，水煮，沥干，加盐，嫩茎,"Broccoli, frozen, spears, cooked, boiled, drained, with salt",3.1,0.11,5.35,,,,,Vegetables and Vegetable Products,
sr_legacy_168513,sr_legacy,168513,抱子甘蓝，熟，水煮，沥干，加盐,"Brussels sprouts, cooked, boiled, drained, with salt",2.55,0.5,7.1,,,,,Vegetables and Vegetable Products,
sr_legacy_168514,sr_legacy,168514,卷心菜，熟，水煮，沥干，加盐,"Cabbage, common, cooked, boiled, drained, with salt",1.27,0.06,5.51,,,,,Vegetables and Vegetable Products,
sr_legacy_168515,sr_legacy,168515,紫甘蓝，熟，水煮，沥干，加盐,"Cabbage, red, cooked, boiled, drained, with salt",1.51,0.09,6.94,,,,,Vegetables and Vegetable Products,
sr_legacy_168516,sr_legacy,168516,皱叶甘蓝，熟，水煮，沥干，加盐,"Cabbage, savoy, cooked, boiled, drained, with salt",1.8,0.09,5.41,,,,,Vegetables and Vegetable Products,
sr_legacy_168517,sr_legacy,168517,小白菜（pak choi），熟，水煮，沥干，加盐,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",1.56,0.16,1.78,,,,,Vegetables and Vegetable Products,
sr_legacy_168518,sr_legacy,168518,胡萝卜，罐装，沥干固形物，无添加盐,"Carrots, canned, no salt added, drained solids",0.64,0.19,5.54,,,,,Vegetables and Vegetable Products,
sr_legacy_168519,sr_legacy,168519,胡萝卜，冷冻，熟，水煮，沥干，加盐,"Carrots, frozen, cooked, boiled, drained, with salt",0.58,0.68,7.73,,,,,Vegetables and Vegetable Products,
sr_legacy_168520,sr_legacy,168520,花椰菜，熟，水煮，沥干，加盐,"Cauliflower, cooked, boiled, drained, with salt",1.84,0.45,4.11,,,,,Vegetables and Vegetable Products,
sr_legacy_168521,sr_legacy,168521,花椰菜，冷冻，熟，水煮，沥干，加盐,"Cauliflower, frozen, cooked, boiled, drained, with salt",1.61,0.22,3.16,,,,,Vegetables and Vegetable Products,
sr_legacy_168522,sr_legacy,168522,茼蒿，熟，水煮，沥干，加盐,"Chrysanthemum, garland, cooked, boiled, drained, with salt",1.64,0.09,4.31,,,,,Vegetables and Vegetable Products,
sr_legacy_168523,sr_legacy,168523,宽叶甘蓝菜，熟，水煮，沥干，加盐,"Collards, cooked, boiled, drained, with salt",2.71,0.72,5.65,,,,,Vegetables and Vegetable Products,
sr_legacy_168524,sr_legacy,168524,宽叶甘蓝菜，冷冻，熟，水煮，沥干，加盐，切碎,"Collards, frozen, chopped, cooked, boiled, drained, with salt",2.97,0.41,7.1,,,,,Vegetables and Vegetable Products,
sr_legacy_168525,sr_legacy,168525,黄甜玉米，熟，水煮，沥干，加盐,"Corn, sweet, yellow, cooked, boiled, drained, with salt",3.41,1.5,20.98,,,,,Vegetables and Vegetable Products,
sr_legacy_168526,sr_legacy,168526,嫩黑眼豆，熟，水煮，沥干，加盐,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",3.17,0.38,19.73,,,,,Vegetables and Vegetable Products,cowpeas 按豇豆/黑眼豆语境处理
sr_legacy_168527,sr_legacy,168527,嫩黑眼豆，冷冻，熟，水煮，沥干，加盐,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt",8.49,0.66,23.5,,,,,Vegetables and Vegetable Products,cowpeas 按豇豆/黑眼豆语境处理
sr_legacy_168528,sr_legacy,168528,豇豆嫩荚带籽，熟，水煮，沥干，加盐,"Cowpeas, young pods with seeds, cooked, boiled, drained, with salt",2.6,0.3,7.0,,,,,Vegetables and Vegetable Products,cowpeas 按豇豆/黑眼豆语境处理
sr_legacy_168529,sr_legacy,168529,豇豆嫩叶，熟，水煮，沥干，加盐,"Cowpeas, leafy tips, cooked, boiled, drained, with salt",4.67,0.1,2.8,,,,,Vegetables and Vegetable Products,cowpeas 按豇豆/黑眼豆语境处理
sr_legacy_168530,sr_legacy,168530,丝瓜，熟，水煮，沥干，加盐,"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",0.66,0.34,13.75,,,,,Vegetables and Vegetable Products,
sr_legacy_168531,sr_legacy,168531,辣木叶，熟，水煮，沥干，加盐,"Drumstick leaves, cooked, boiled, drained, with salt",5.27,0.93,11.15,,,,,Vegetables and Vegetable Products,
sr_legacy_168532,sr_legacy,168532,辣木荚，熟，水煮，沥干，加盐,"Drumstick pods, cooked, boiled, drained, with salt",2.09,0.19,8.18,,,,,Vegetables and Vegetable Products,
sr_legacy_168533,sr_legacy,168533,嫩扁豆，熟，水煮，沥干，加盐,"Hyacinth-beans, immature seeds, cooked, boiled, drained, with salt",2.95,0.27,9.2,,,,,Vegetables and Vegetable Products,hyacinth-beans 按扁豆处理
sr_legacy_168534,sr_legacy,168534,藜菜，熟，水煮，沥干，加盐,"Lambsquarters, cooked, boiled, drained, with salt",3.2,0.7,5.0,,,,,Vegetables and Vegetable Products,少见食材，中文名按常见译名处理，保留英文/别名便于核对
sr_legacy_168535,sr_legacy,168535,韭葱，熟，水煮，沥干，加盐,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt",0.81,0.2,7.62,,,,,Vegetables and Vegetable Products,
sr_legacy_168536,sr_legacy,168536,莲藕，熟，水煮，沥干，加盐,"Lotus root, cooked, boiled, drained, with salt",1.58,0.07,16.02,,,,,Vegetables and Vegetable Products,
sr_legacy_168537,sr_legacy,168537,白蘑菇，熟，水煮，沥干，加盐,"Mushrooms, white, cooked, boiled, drained, with salt",2.17,0.47,5.29,,,,,Vegetables and Vegetable Products,
sr_legacy_168538,sr_legacy,168538,白甜玉米，生,"Corn, sweet, white, raw",3.22,1.18,19.02,,,,,Vegetables and Vegetable Products,
sr_legacy_168539,sr_legacy,168539,白甜玉米，熟，水煮，沥干，不加盐,"Corn, sweet, white, cooked, boiled, drained, without salt",3.34,1.41,21.71,,,,,Vegetables and Vegetable Products,
sr_legacy_168540,sr_legacy,168540,白甜玉米，熟，水煮，沥干，加盐,"Corn, sweet, white, cooked, boiled, drained, with salt",3.34,1.41,21.71,,,,,Vegetables and Vegetable Products,
sr_legacy_168541,sr_legacy,168541,白甜玉米，罐装，含固形物和液体，普通包装，整粒,"Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids",1.95,0.5,15.41,,,,,Vegetables and Vegetable Products,
sr_legacy_168542,sr_legacy,168542,白甜玉米，罐装，普通包装，真空包装,"Corn, sweet, white, canned, vacuum pack, regular pack",2.41,0.5,19.44,,,,,Vegetables and Vegetable Products,
sr_legacy_168543,sr_legacy,168543,白甜玉米，罐装，无添加盐，真空包装,"Corn, sweet, white, canned, vacuum pack, no salt added",2.41,0.5,19.44,,,,,Vegetables and Vegetable Products,
sr_legacy_168544,sr_legacy,168544,白甜玉米，冷冻，脱粒，未烹调,"Corn, sweet, white, frozen, kernels cut off cob, unprepared",3.02,0.77,20.73,,,,,Vegetables and Vegetable Products,
sr_legacy_168545,sr_legacy,168545,白甜玉米，冷冻，水煮，沥干，不加盐，脱粒,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",2.75,0.43,19.56,,,,,Vegetables and Vegetable Products,
sr_legacy_168546,sr_legacy,168546,红甜椒，罐装，含固体和液体,"Peppers, sweet, red, canned, solids and liquids",0.8,0.3,3.9,,,,,Vegetables and Vegetable Products,
sr_legacy_168547,sr_legacy,168547,红甜椒，切碎，冷冻，未烹调,"Peppers, sweet, red, frozen, chopped, unprepared",1.08,0.21,4.45,,,,,Vegetables and Vegetable Products,
sr_legacy_168548,sr_legacy,168548,红甜椒，切碎，冷冻，煮熟，沥干，不加盐,"Peppers, sweet, red, frozen, chopped, boiled, drained, without salt",0.95,0.18,3.31,,,,,Vegetables and Vegetable Products,
sr_legacy_168549,sr_legacy,168549,红甜椒，切碎，冷冻，煮熟，沥干，加盐,"Peppers, sweet, red, frozen, chopped, boiled, drained, with salt",0.95,0.18,3.31,,,,,Vegetables and Vegetable Products,
sr_legacy_168550,sr_legacy,168550,红甜椒，炒制,"Peppers, sweet, red, sauteed",1.04,12.75,6.57,,,,,Vegetables and Vegetable Products,
sr_legacy_168551,sr_legacy,168551,扁豆芽，熟，炒，加盐,"Lentils, sprouted, cooked, stir-fried, with salt",8.8,0.45,21.25,,,,,Vegetables and Vegetable Products,
sr_legacy_168552,sr_legacy,168552,山药（夏威夷），熟，蒸，加盐,"Mountain yam, hawaii, cooked, steamed, with salt",1.73,0.08,19.99,,,,,Vegetables and Vegetable Products,mountain yam 可能与中文山药品种不完全相同，保留夏威夷信息
sr_legacy_168553,sr_legacy,168553,树蕨菜，加盐,"Tree fern, cooked, with salt",0.29,0.07,10.78,,,,,Vegetables and Vegetable Products,Tree fern 为蕨类蔬菜，中文名称可能因地区不同而异
sr_legacy_168555,sr_legacy,168555,土豆泥，家庭自制，添加全脂牛奶和黄油,"Potatoes, mashed, home-prepared, whole milk and butter added",1.86,4.22,16.81,,,,,Vegetables and Vegetable Products,
sr_legacy_168556,sr_legacy,168556,番茄酱,Catsup,1.04,0.1,27.4,,,,,Vegetables and Vegetable Products,
sr_legacy_168557,sr_legacy,168557,褐蘑菇（crimini），生，经紫外线照射,"Mushrooms, brown, italian, or crimini, exposed to ultraviolet light, raw",2.5,0.1,4.3,,,,,Vegetables and Vegetable Products,保留紫外线照射信息，通常与维生素D含量相关
sr_legacy_168558,sr_legacy,168558,酸黄瓜，莳萝味或犹太式莳萝味,"Pickles, cucumber, dill or kosher dill",0.5,0.3,2.41,,,,,Vegetables and Vegetable Products,
sr_legacy_168559,sr_legacy,168559,甜椒罐头（Pimento）,"Pimento, canned",1.1,0.3,5.1,,,,,Vegetables and Vegetable Products,Pimento 可指甜椒/樱桃椒，保留英文便于核对
sr_legacy_168561,sr_legacy,168561,甜酸黄瓜酱,"Pickle relish, sweet",0.37,0.47,35.06,,,,,Vegetables and Vegetable Products,
sr_legacy_168562,sr_legacy,168562,酸黄瓜，低钠,"Pickles, cucumber, sour, low sodium",0.33,0.2,2.26,,,,,Vegetables and Vegetable Products,
sr_legacy_168563,sr_legacy,168563,酸黄瓜，莳萝味，低钠,"Pickles, cucumber, dill, reduced sodium",0.5,0.3,2.41,,,,,Vegetables and Vegetable Products,
sr_legacy_168564,sr_legacy,168564,红菊苣，生,"Radicchio, raw",1.43,0.25,4.48,,,,,Vegetables and Vegetable Products,
sr_legacy_168565,sr_legacy,168565,迷你西葫芦，生,"Squash, zucchini, baby, raw",2.71,0.4,3.11,,,,,Vegetables and Vegetable Products,
sr_legacy_168566,sr_legacy,168566,酸浆番茄，生,"Tomatillos, raw",0.96,1.02,5.84,,,,,Vegetables and Vegetable Products,
sr_legacy_168567,sr_legacy,168567,晒干番茄,"Tomatoes, sun-dried",14.11,2.97,55.76,,,,,Vegetables and Vegetable Products,
sr_legacy_168568,sr_legacy,168568,小胡萝卜，生,"Carrots, baby, raw",0.64,0.13,8.24,,,,,Vegetables and Vegetable Products,
sr_legacy_168569,sr_legacy,168569,棕榈芯，罐装,"Hearts of palm, canned",2.52,0.62,4.62,,,,,Vegetables and Vegetable Products,
sr_legacy_168570,sr_legacy,168570,辣椒，晒干,"Peppers, hot chile, sun-dried",10.58,5.81,69.86,,,,,Vegetables and Vegetable Products,
sr_legacy_168571,sr_legacy,168571,仙人掌茎，生,"Nopales, raw",1.32,0.09,3.33,,,,,Vegetables and Vegetable Products,少见食材，中文名按常见译名处理，保留英文/别名便于核对
sr_legacy_168572,sr_legacy,168572,大白菜，熟,"Cabbage, napa, cooked",1.1,0.17,2.23,,,,,Vegetables and Vegetable Products,
sr_legacy_168573,sr_legacy,168573,香茅，生,"Lemon grass (citronella), raw",1.82,0.49,25.31,,,,,Vegetables and Vegetable Products,
sr_legacy_168574,sr_legacy,168574,蚕豆，带荚，生,"Beans, fava, in pod, raw",7.92,0.73,17.63,,,,,Vegetables and Vegetable Products,
sr_legacy_168575,sr_legacy,168575,葡萄叶，生,"Grape leaves, raw",5.6,2.12,17.31,,,,,Vegetables and Vegetable Products,
sr_legacy_168576,sr_legacy,168576,墨西哥辣椒（Jalapeño），生,"Peppers, jalapeno, raw",0.91,0.37,6.5,,,,,Vegetables and Vegetable Products,保留 Jalapeño 便于核对和搜索
sr_legacy_168577,sr_legacy,168577,青辣椒，罐装,"Peppers, chili, green, canned",0.72,0.27,4.6,,,,,Vegetables and Vegetable Products,
sr_legacy_168578,sr_legacy,168578,匈牙利辣椒，生,"Peppers, hungarian, raw",0.8,0.41,6.7,,,,,Vegetables and Vegetable Products,
sr_legacy_168579,sr_legacy,168579,帕西拉辣椒（Pasilla），干,"Peppers, pasilla, dried",12.35,15.85,51.13,,,,,Vegetables and Vegetable Products,保留 Pasilla 便于核对
sr_legacy_168580,sr_legacy,168580,平菇，生,"Mushrooms, oyster, raw",3.31,0.41,6.09,,,,,Vegetables and Vegetable Products,
sr_legacy_168581,sr_legacy,168581,干木耳,"Fungi, Cloud ears, dried",9.25,0.73,73.01,,,,,Vegetables and Vegetable Products,
sr_legacy_168582,sr_legacy,168582,草菇罐头，沥干固形物,"Mushrooms, straw, canned, drained solids",3.83,0.68,4.64,,,,,Vegetables and Vegetable Products,
sr_legacy_168583,sr_legacy,168583,山葵根（Wasabi），生,"Wasabi, root, raw",4.8,0.63,23.54,,,,,Vegetables and Vegetable Products,保留 Wasabi 便于搜索
sr_legacy_168584,sr_legacy,168584,蕨菜嫩芽，冷冻，未烹调,"Fiddlehead ferns, frozen, unprepared",4.31,0.35,5.74,,,,,Vegetables and Vegetable Products,
sr_legacy_168585,sr_legacy,168585,干椰肉（椰蓉），膏状,"Nuts, coconut meat, dried (desiccated), creamed",5.3,69.08,21.52,,,,,Nut and Seed Products,
sr_legacy_168587,sr_legacy,168587,Sisymbrium 属整粒种子，干,"Seeds, sisymbrium sp. seeds, whole, dried",12.14,4.6,58.26,,,,,Nut and Seed Products,少见植物种子，保留拉丁属名便于核对
sr_legacy_168588,sr_legacy,168588,杏仁酱，原味，无盐,"Nuts, almond butter, plain, without salt added",20.96,55.5,18.82,,,,,Nut and Seed Products,
sr_legacy_168589,sr_legacy,168589,日本栗，水煮/蒸熟,"Nuts, chestnuts, japanese, boiled and steamed",0.82,0.19,12.64,,,,,Nut and Seed Products,
sr_legacy_168590,sr_legacy,168590,日本栗，烤制,"Nuts, chestnuts, japanese, roasted",2.97,0.8,45.13,,,,,Nut and Seed Products,
sr_legacy_168591,sr_legacy,168591,莲子，生,"Seeds, lotus seeds, raw",4.13,0.53,17.28,,,,,Nut and Seed Products,
sr_legacy_168592,sr_legacy,168592,蜂蜜烤杏仁，未去皮,"Nuts, almonds, honey roasted, unblanched",18.17,49.9,27.9,,,,,Nut and Seed Products,
sr_legacy_168593,sr_legacy,168593,葵花籽仁，油烤，加盐,"Seeds, sunflower seed kernels, oil roasted, with salt added",20.06,51.3,22.89,,,,,Nut and Seed Products,
sr_legacy_168594,sr_legacy,168594,葵花籽仁，烤制，加盐,"Seeds, sunflower seed kernels, toasted, with salt added",17.21,56.8,20.59,,,,,Nut and Seed Products,
sr_legacy_168595,sr_legacy,168595,葵花籽酱，加盐（含 USDA 食品配送项目食品）,"Seeds, sunflower seed butter, with salt added (Includes foods for USDA's Food Distribution Program)",17.28,55.2,23.32,,,,,Nut and Seed Products,
